PairIndex,Response,Drug1,Drug2,Conc1,Conc2,ConcUnit
2,99.59038654858101,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.5,nM
2,97.48430774746593,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.0,nM
2,68.78241232676389,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,5.0,nM
2,69.81484464153513,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,2.5,nM
2,128.63487909969962,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,1.0,nM
2,124.45383992869462,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.5,nM
2,153.74705481018995,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.0,nM
2,69.71842426030997,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,5.0,nM
2,110.24994715321509,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,2.5,nM
2,150.75537350975054,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,1.0,nM
2,190.78141671013347,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.5,nM
2,88.51911715019172,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.0,nM
2,90.95035498475967,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,5.0,nM
2,112.9539604628296,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,2.5,nM
2,145.30855708198263,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,1.0,nM
2,147.45656004670153,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.5,nM
2,43.30195855457883,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.0,nM
2,56.618032270246104,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,5.0,nM
2,41.046573624346706,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,2.5,nM
2,46.14215179917089,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,1.0,nM
2,40.05793569609099,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.5,nM
2,2.4385299722356737,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.0,nM
3,37.90785057188193,hsa-miR-137,hsa-miR-450b-3p,5.0,5.0,nM
3,44.59723603862702,hsa-miR-137,hsa-miR-450b-3p,5.0,2.5,nM
3,33.76857674744772,hsa-miR-137,hsa-miR-450b-3p,5.0,1.0,nM
3,13.994456301734568,hsa-miR-137,hsa-miR-450b-3p,5.0,0.5,nM
3,0.0,hsa-miR-137,hsa-miR-450b-3p,5.0,0.0,nM
3,49.93493813243212,hsa-miR-137,hsa-miR-450b-3p,2.5,5.0,nM
