PairIndex,Response,Drug1,Drug2,Conc1,Conc2,ConcUnit
2,60.813610323731844,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,5.0,nM
2,36.073111838648714,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,2.5,nM
2,60.63578807439257,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,1.0,nM
2,57.8693902427429,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.5,nM
2,49.72528757669007,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.0,nM
2,25.646492588932187,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,5.0,nM
2,44.22169129826325,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,2.5,nM
2,44.36677281856926,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,1.0,nM
2,52.56095543648013,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.5,nM
2,43.25563933833874,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.0,nM
2,29.70548772103392,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,5.0,nM
2,31.779866812986103,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,2.5,nM
2,33.22849039173528,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,1.0,nM
2,37.91839937230811,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.5,nM
2,5.826297590094584,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.0,nM
2,25.839181801965136,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,5.0,nM
2,31.89438586500676,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,2.5,nM
2,22.214562599194803,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,1.0,nM
2,21.947772430043706,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.5,nM
2,0.044623609137915916,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.0,nM
2,45.728439693718634,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,5.0,nM
2,42.933871471537486,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,2.5,nM
2,39.389854598221916,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,1.0,nM
2,42.11421066108029,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.5,nM
2,56.521708336137735,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.0,nM
2,39.051669594433974,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,5.0,nM
2,31.483082126971663,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,2.5,nM
2,55.47458632205798,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,1.0,nM
2,43.281063516700286,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.5,nM
2,42.94435518660956,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.0,nM
2,28.20580196855571,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,5.0,nM
2,35.1681113156991,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,2.5,nM
2,67.57545286425152,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,1.0,nM
2,60.94684504555295,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.5,nM
2,27.66589398323423,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.0,nM
2,30.745192957720423,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,5.0,nM
2,30.585358064005145,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,2.5,nM
2,40.541225766256176,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,1.0,nM
2,51.570795609136816,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.5,nM
2,25.377216797087133,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.0,nM
2,9.723399839798944,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,5.0,nM
2,20.85200036533308,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,2.5,nM
2,13.795571444891202,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,1.0,nM
2,13.274893626540681,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.5,nM
2,2.083795726529038,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.0,nM
2,43.854246773569876,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,5.0,nM
2,36.4450532022481,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,2.5,nM
2,39.285886079087696,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,1.0,nM
2,36.58611229013001,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.5,nM
2,54.01245886302794,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.0,nM
2,34.722643629185,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,5.0,nM
2,45.19570125987729,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,2.5,nM
2,49.10249209266292,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,1.0,nM
2,48.613358964468745,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.5,nM
2,50.47976092746387,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.0,nM
2,14.401802792740087,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,5.0,nM
2,21.197936235586038,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,2.5,nM
2,62.024435982977955,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,1.0,nM
2,56.57811593501505,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.5,nM
2,37.57151468909133,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.0,nM
2,34.99345623076019,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,5.0,nM
2,32.64418196877581,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,2.5,nM
2,55.820435329152275,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,1.0,nM
2,55.274660739730535,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.5,nM
2,18.690450752775174,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.0,nM
2,15.105234015129168,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,5.0,nM
2,17.604327180457215,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,2.5,nM
2,18.261567247783645,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,1.0,nM
2,20.489507040683304,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.5,nM
2,0.08124110775998218,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.0,nM
2,23.096464203722388,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,5.0,nM
2,27.863574486999386,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,2.5,nM
2,24.150508543369178,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,1.0,nM
2,38.20075809220361,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.5,nM
2,36.63654637640412,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.0,nM
2,33.796234678516484,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,5.0,nM
2,53.137606537914664,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,2.5,nM
2,68.69097627488507,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,1.0,nM
